age,job,marital,education,balance,housing,loan,contact,campaign,deposit
40,blue-collar,single,secondary,3465,no,yes,cellular,6,yes
27,management,single,tertiary,14882,no,yes,telephone,8,no
28,blue-collar,single,primary,30203,yes,yes,cellular,2,no
58,management,single,primary,25944,no,no,cellular,4,yes
58,student,married,tertiary,27837,yes,no,cellular,3,yes
22,management,single,secondary,944,no,yes,telephone,9,no
18,entrepreneur,divorced,tertiary,22336,yes,no,telephone,3,no
34,admin,single,secondary,36624,no,yes,cellular,8,no
39,management,married,secondary,42764,no,no,telephone,7,no
51,management,single,tertiary,29796,no,yes,cellular,1,no
62,technician,divorced,tertiary,26789,no,yes,telephone,8,no
58,services,divorced,secondary,43420,no,no,telephone,9,no
46,blue-collar,married,tertiary,22222,yes,no,cellular,8,no
21,blue-collar,married,secondary,36845,no,no,telephone,1,no
22,student,married,tertiary,-1865,yes,no,telephone,7,yes
28,student,married,primary,13773,yes,no,cellular,9,no
68,entrepreneur,single,secondary,40060,yes,yes,cellular,5,no
38,management,single,primary,24447,no,yes,cellular,2,no
52,retired,divorced,tertiary,2033,yes,yes,cellular,8,no
29,blue-collar,married,primary,18497,no,no,telephone,9,yes
43,student,married,tertiary,12178,no,yes,telephone,7,no
68,management,single,secondary,4546,no,yes,cellular,5,no
36,student,married,tertiary,6396,yes,no,telephone,8,no
62,entrepreneur,divorced,tertiary,18978,no,yes,cellular,6,no
24,admin,divorced,secondary,41331,no,no,cellular,4,no
64,admin,married,tertiary,10882,no,no,cellular,1,no
24,student,divorced,secondary,14945,yes,yes,telephone,6,no
43,admin,divorced,tertiary,19784,yes,yes,telephone,8,no
57,student,single,secondary,1314,yes,no,telephone,3,no
22,management,divorced,primary,16595,yes,no,cellular,7,no
38,technician,married,tertiary,16755,no,yes,cellular,7,no
31,retired,married,tertiary,30311,yes,yes,telephone,9,yes
21,management,divorced,tertiary,43695,no,yes,telephone,1,no
40,technician,married,secondary,28598,yes,yes,telephone,5,no
59,technician,single,tertiary,33449,no,yes,telephone,8,no
37,blue-collar,divorced,secondary,33574,yes,no,cellular,3,no
32,management,divorced,tertiary,42729,yes,no,telephone,5,no
67,management,divorced,primary,16639,yes,yes,telephone,1,no
69,student,married,tertiary,43370,no,yes,cellular,9,yes
62,technician,married,primary,29023,no,yes,telephone,4,no
46,technician,divorced,secondary,7092,yes,yes,telephone,5,yes
25,technician,married,primary,4382,yes,yes,telephone,3,yes
58,student,married,tertiary,40710,yes,no,cellular,2,no
65,blue-collar,divorced,tertiary,1159,yes,no,cellular,7,no
36,management,divorced,secondary,3656,yes,yes,telephone,5,no
65,technician,married,tertiary,-548,yes,yes,cellular,3,no
56,admin,divorced,tertiary,40203,no,yes,telephone,2,no
63,management,divorced,secondary,16706,no,no,telephone,6,no
45,student,divorced,secondary,7862,no,no,cellular,6,no
63,blue-collar,divorced,primary,8219,no,no,telephone,3,yes
44,admin,married,secondary,21481,no,yes,cellular,9,no
21,student,divorced,tertiary,32536,no,yes,cellular,1,no
32,services,single,secondary,4096,yes,no,cellular,3,yes
52,management,divorced,tertiary,35953,yes,no,telephone,1,no
54,services,single,primary,9855,yes,yes,telephone,7,no
18,student,divorced,secondary,41262,yes,no,telephone,2,no
20,student,single,tertiary,12460,yes,no,telephone,4,no
64,student,single,secondary,31937,no,no,cellular,4,no
41,technician,divorced,secondary,19094,no,yes,telephone,8,yes
44,blue-collar,divorced,secondary,37358,no,yes,telephone,4,no
57,technician,divorced,secondary,47538,no,no,cellular,3,yes
53,blue-collar,single,primary,49582,no,no,cellular,3,no
51,retired,married,tertiary,25924,yes,yes,telephone,5,no
46,technician,married,secondary,15789,no,yes,cellular,6,no
41,services,divorced,tertiary,-1877,no,no,telephone,7,no
41,blue-collar,married,primary,46394,no,no,telephone,5,no
59,technician,married,tertiary,3909,yes,no,cellular,7,no
21,management,divorced,tertiary,29854,yes,yes,cellular,4,no
20,student,single,primary,1896,yes,no,telephone,5,no
51,blue-collar,divorced,secondary,38834,yes,no,telephone,6,yes
66,blue-collar,married,tertiary,40141,yes,no,telephone,9,no
40,technician,single,tertiary,15111,yes,no,telephone,6,no
69,retired,married,secondary,5039,no,no,telephone,1,no
40,technician,single,secondary,42844,no,yes,cellular,7,no
62,entrepreneur,married,tertiary,22099,no,no,telephone,3,no
22,services,divorced,primary,1670,yes,no,cellular,6,no
48,services,married,secondary,48293,yes,yes,cellular,2,no
58,blue-collar,married,secondary,41335,yes,yes,cellular,7,no
23,blue-collar,single,primary,13029,yes,no,telephone,1,no
54,technician,married,tertiary,29811,no,no,telephone,2,no
27,services,divorced,secondary,13793,yes,no,cellular,9,no
57,services,divorced,tertiary,39318,yes,yes,cellular,9,yes
24,retired,divorced,tertiary,46106,yes,yes,cellular,7,no
56,management,single,tertiary,18126,yes,yes,cellular,2,no
55,retired,single,primary,17228,yes,yes,cellular,5,no
38,entrepreneur,married,tertiary,16595,no,no,telephone,4,yes
37,admin,married,tertiary,-1028,yes,yes,cellular,2,no
20,student,married,secondary,-1640,yes,no,telephone,2,no
68,retired,single,secondary,632,no,yes,cellular,8,yes
39,entrepreneur,single,primary,33958,yes,no,cellular,5,no
64,technician,married,primary,35716,yes,no,telephone,8,no
21,management,single,secondary,13346,no,no,telephone,2,no
45,technician,single,secondary,46322,no,yes,cellular,2,no
29,student,divorced,primary,16008,no,no,telephone,3,no
55,entrepreneur,divorced,tertiary,10120,no,no,telephone,8,no
68,admin,married,primary,28283,no,no,cellular,8,no
53,management,married,tertiary,48908,no,yes,cellular,3,no
64,blue-collar,divorced,secondary,5818,no,no,cellular,1,no
58,services,single,secondary,3119,no,yes,telephone,7,yes
22,retired,married,secondary,28579,no,no,cellular,4,no
30,entrepreneur,married,tertiary,43721,no,yes,cellular,3,no
40,technician,married,primary,45668,yes,no,telephone,5,no
67,admin,single,tertiary,27837,no,no,cellular,6,yes
47,services,divorced,primary,-1025,no,no,telephone,1,yes
54,retired,married,primary,14265,no,no,telephone,9,no
42,services,divorced,primary,2318,no,yes,cellular,6,yes
65,retired,divorced,secondary,33081,no,no,telephone,3,no
44,entrepreneur,single,primary,47939,yes,no,telephone,1,no
68,blue-collar,single,secondary,49580,yes,no,cellular,9,no
31,management,single,primary,39515,yes,yes,telephone,2,yes
65,entrepreneur,single,primary,41069,no,yes,cellular,6,no
64,services,single,secondary,45816,no,yes,cellular,6,no
53,services,single,secondary,11134,yes,no,cellular,3,no
56,services,married,tertiary,37432,no,yes,cellular,6,no
33,management,divorced,primary,44150,no,yes,cellular,2,no
39,admin,single,secondary,8841,yes,yes,telephone,8,no
38,retired,married,tertiary,24135,no,no,telephone,1,no
38,entrepreneur,divorced,tertiary,10427,no,yes,telephone,6,no
25,entrepreneur,single,secondary,38251,no,no,cellular,1,no
66,blue-collar,single,primary,32131,no,yes,cellular,9,yes
33,services,married,tertiary,34727,no,yes,cellular,9,no
48,student,divorced,primary,23165,no,no,cellular,6,no
59,entrepreneur,single,primary,-251,no,no,telephone,6,yes
27,management,divorced,tertiary,31308,yes,no,telephone,9,no
49,admin,married,secondary,5634,yes,yes,cellular,5,no
51,entrepreneur,single,primary,8614,no,no,cellular,9,no
26,retired,divorced,secondary,22866,no,no,cellular,5,no
34,management,married,tertiary,8282,yes,yes,telephone,4,yes
28,blue-collar,married,primary,18319,yes,no,telephone,2,no
49,blue-collar,single,secondary,34726,yes,no,cellular,2,no
27,retired,divorced,secondary,13412,yes,yes,cellular,1,no
39,services,single,primary,34627,yes,yes,telephone,3,no
34,blue-collar,single,secondary,6050,yes,yes,telephone,1,no
21,admin,divorced,secondary,22583,yes,no,cellular,6,no
65,management,divorced,tertiary,16041,no,yes,cellular,7,no
69,entrepreneur,divorced,tertiary,4185,yes,no,cellular,9,yes
64,admin,married,secondary,18812,yes,yes,telephone,7,no
42,services,married,secondary,23832,yes,yes,cellular,4,no
38,admin,divorced,primary,15423,no,yes,telephone,4,yes
54,admin,married,tertiary,49268,no,no,cellular,8,no
55,technician,single,primary,45156,no,no,cellular,4,yes
66,admin,divorced,secondary,39644,yes,no,cellular,1,no
18,retired,single,primary,34786,yes,no,telephone,9,yes
42,management,divorced,secondary,27665,yes,no,cellular,3,yes
68,technician,single,tertiary,7989,no,yes,telephone,1,no
53,management,divorced,tertiary,16208,no,yes,cellular,9,no
34,management,single,secondary,21054,no,yes,telephone,5,no
58,services,divorced,tertiary,28477,no,yes,cellular,9,no
41,services,divorced,secondary,28374,no,no,telephone,3,no
19,technician,married,primary,39220,no,no,cellular,6,no
57,blue-collar,single,secondary,1571,yes,no,telephone,7,yes
32,student,married,primary,17576,no,yes,telephone,5,no
49,services,single,secondary,7680,no,yes,cellular,8,no
56,student,married,tertiary,23706,no,no,telephone,6,no
23,services,divorced,secondary,12318,no,yes,telephone,6,yes
18,services,married,secondary,18659,yes,yes,cellular,7,no
64,management,married,secondary,47506,yes,no,telephone,8,no
40,technician,divorced,tertiary,3029,no,yes,cellular,2,yes
56,management,married,secondary,46436,yes,no,cellular,7,no
34,entrepreneur,divorced,tertiary,774,yes,yes,telephone,9,no
51,retired,single,secondary,14972,yes,no,telephone,1,no
58,management,married,primary,12048,yes,yes,telephone,1,no
46,student,divorced,secondary,31372,yes,no,telephone,7,no
26,student,divorced,primary,41188,yes,no,telephone,5,no
30,retired,married,tertiary,39133,yes,yes,cellular,1,no
23,admin,single,tertiary,12689,no,yes,cellular,1,no
23,admin,married,secondary,14737,yes,no,telephone,2,yes
37,retired,divorced,tertiary,14014,no,no,telephone,9,no
69,retired,single,secondary,19818,yes,no,telephone,3,yes
20,management,married,tertiary,31201,yes,no,telephone,9,no
34,retired,divorced,primary,9144,yes,no,telephone,6,no
66,entrepreneur,married,tertiary,29001,no,yes,cellular,6,no
29,technician,single,primary,-1133,yes,yes,cellular,7,no
65,admin,single,secondary,25182,no,yes,cellular,8,no
64,admin,single,secondary,12340,yes,yes,telephone,3,no
62,entrepreneur,single,secondary,9837,yes,yes,telephone,8,no
18,blue-collar,single,primary,45059,no,no,telephone,6,no
34,entrepreneur,married,secondary,6787,yes,yes,cellular,6,no
20,entrepreneur,single,secondary,-1607,yes,yes,cellular,3,no
43,retired,single,primary,10056,yes,no,cellular,6,no
32,services,divorced,tertiary,41160,no,no,cellular,8,yes
53,services,single,secondary,42957,yes,yes,telephone,7,no
49,entrepreneur,divorced,tertiary,26429,yes,yes,telephone,7,yes
49,retired,divorced,tertiary,43909,yes,no,telephone,3,no
21,technician,divorced,secondary,29899,no,yes,telephone,3,no
35,services,married,secondary,30221,yes,no,telephone,5,no
66,blue-collar,married,primary,18754,no,yes,telephone,5,no
36,student,divorced,primary,42389,yes,yes,cellular,9,no
60,retired,married,secondary,18905,yes,yes,telephone,9,yes
69,entrepreneur,single,tertiary,22083,no,yes,telephone,5,no
52,technician,married,primary,49278,no,no,telephone,5,no
57,technician,single,primary,39098,no,no,telephone,6,yes
31,management,single,secondary,27621,no,yes,telephone,8,no
50,technician,married,secondary,18577,no,yes,telephone,6,yes
31,services,married,secondary,34728,yes,yes,telephone,6,no
51,entrepreneur,divorced,secondary,-1337,yes,yes,telephone,9,no
21,student,married,primary,45301,no,no,cellular,1,no
41,services,married,primary,17216,yes,no,cellular,4,no
46,retired,married,primary,45259,yes,yes,cellular,2,no
36,student,single,tertiary,7265,no,no,telephone,9,yes
23,retired,single,primary,2574,no,no,cellular,3,no
50,technician,single,primary,20755,no,yes,telephone,2,no
66,blue-collar,divorced,secondary,29241,yes,yes,cellular,8,no
57,admin,divorced,primary,20676,no,yes,cellular,4,no
36,student,divorced,primary,19561,yes,no,telephone,2,yes
18,entrepreneur,single,primary,22737,no,no,telephone,4,no
22,management,married,secondary,21390,no,no,telephone,7,no
44,admin,divorced,primary,24076,no,no,telephone,7,no
33,technician,divorced,primary,3546,no,yes,cellular,1,no
23,technician,single,tertiary,19280,yes,yes,cellular,1,no
57,entrepreneur,divorced,tertiary,30953,yes,yes,telephone,3,yes
30,admin,married,tertiary,19037,yes,no,cellular,2,no
65,management,single,tertiary,49132,no,yes,cellular,3,no
52,student,single,secondary,38576,yes,yes,cellular,4,yes
36,student,married,tertiary,26564,yes,no,telephone,7,no
29,admin,married,primary,31597,yes,yes,telephone,2,no
33,retired,married,tertiary,17903,no,no,telephone,7,no
60,services,divorced,secondary,28806,yes,no,cellular,5,no
27,blue-collar,married,tertiary,44328,no,yes,telephone,8,no
42,retired,single,tertiary,22392,no,yes,telephone,8,yes
37,student,married,secondary,26087,yes,no,cellular,5,no
48,services,single,secondary,42288,yes,yes,telephone,8,no
21,blue-collar,single,secondary,42308,no,yes,telephone,9,no
61,blue-collar,divorced,secondary,20293,no,no,telephone,7,no
40,blue-collar,married,secondary,8677,no,yes,cellular,6,no
19,technician,divorced,secondary,10803,yes,no,telephone,7,no
39,entrepreneur,married,primary,44656,no,no,cellular,7,no
68,blue-collar,married,tertiary,44002,no,no,cellular,3,no
54,management,married,tertiary,-775,no,no,cellular,6,no
25,admin,married,secondary,3774,yes,yes,cellular,6,no
24,student,married,secondary,11043,no,yes,cellular,9,yes
31,management,single,primary,14163,no,yes,cellular,1,yes
20,admin,single,primary,844,no,no,telephone,7,no
67,retired,married,secondary,5347,no,yes,telephone,1,no
33,entrepreneur,single,primary,49885,no,no,cellular,4,no
36,retired,divorced,primary,18804,yes,no,cellular,7,no
68,admin,divorced,secondary,34764,yes,yes,telephone,6,no
35,management,divorced,secondary,25246,no,yes,telephone,6,no
69,admin,married,secondary,40458,no,no,telephone,5,no
33,blue-collar,married,secondary,-312,no,no,cellular,7,no
25,technician,single,tertiary,45055,no,no,cellular,9,yes
50,student,single,tertiary,49599,no,no,telephone,6,no
66,retired,single,secondary,15251,no,yes,cellular,7,no
29,student,divorced,primary,10504,yes,yes,cellular,9,no
28,technician,divorced,secondary,37720,no,yes,cellular,7,no
22,blue-collar,divorced,tertiary,25584,no,no,cellular,6,no
44,blue-collar,divorced,primary,42484,yes,no,telephone,3,no
29,retired,single,tertiary,46531,yes,yes,cellular,1,no
34,retired,married,secondary,36852,yes,yes,cellular,9,yes
23,blue-collar,married,tertiary,11219,yes,yes,cellular,7,no
50,services,divorced,tertiary,40972,no,no,cellular,3,no
22,student,married,tertiary,22815,yes,no,telephone,9,no
45,entrepreneur,married,primary,46865,yes,no,cellular,3,no
31,technician,married,tertiary,22623,yes,yes,cellular,3,no
22,student,divorced,primary,34817,no,yes,telephone,7,yes
50,technician,single,secondary,1457,no,yes,cellular,2,no
67,services,single,secondary,25855,no,yes,cellular,7,yes
65,entrepreneur,married,tertiary,48400,yes,yes,cellular,7,no
58,management,single,primary,48319,no,yes,cellular,1,yes
36,technician,single,secondary,34258,yes,no,telephone,2,no
39,student,divorced,primary,13470,yes,yes,telephone,5,no
22,admin,divorced,primary,46957,yes,yes,telephone,4,no
19,entrepreneur,married,tertiary,43930,yes,no,cellular,3,no
47,blue-collar,married,tertiary,16281,no,no,cellular,8,no
64,blue-collar,married,primary,9728,no,no,telephone,7,no
56,services,divorced,primary,49331,no,no,telephone,9,yes
21,technician,single,tertiary,43680,no,no,cellular,3,no
50,management,divorced,primary,36723,yes,no,cellular,1,no
30,technician,divorced,tertiary,8162,yes,yes,cellular,9,no
37,blue-collar,single,primary,27272,yes,yes,cellular,9,yes
24,retired,single,tertiary,33488,yes,yes,cellular,1,no
32,admin,married,primary,41341,yes,yes,cellular,8,yes
40,entrepreneur,single,tertiary,49095,no,no,cellular,1,no
31,services,single,primary,9338,no,no,cellular,6,no
40,retired,single,secondary,20296,yes,yes,cellular,9,no
36,student,single,secondary,9675,yes,no,cellular,3,no
46,management,married,primary,22070,no,no,telephone,6,no
37,retired,married,secondary,18080,no,yes,cellular,3,no
46,student,single,primary,45139,yes,yes,cellular,5,no
41,retired,single,primary,49977,no,yes,cellular,7,no
35,management,married,secondary,11936,no,yes,telephone,4,no
27,entrepreneur,married,primary,8019,yes,yes,cellular,4,no
58,retired,single,tertiary,39182,yes,yes,telephone,7,no
25,services,divorced,primary,-254,no,yes,cellular,5,no
43,blue-collar,married,primary,47681,no,yes,telephone,1,no
46,technician,married,secondary,20768,yes,no,telephone,2,no
27,retired,married,tertiary,6325,no,yes,cellular,6,no
34,services,single,primary,42763,no,no,telephone,9,no
19,technician,single,primary,2486,no,yes,telephone,7,no
23,entrepreneur,married,primary,14485,yes,no,cellular,4,no
22,student,single,primary,12328,no,yes,cellular,2,no
45,technician,single,primary,17112,no,yes,cellular,4,yes
58,student,married,primary,49697,yes,yes,cellular,5,no
22,retired,single,tertiary,49710,yes,yes,cellular,2,no
35,services,divorced,tertiary,42001,no,yes,cellular,1,no
